Date,Location,MinTemp,MaxTemp,Rainfall,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
16/12/2010,Albury,15.1,25.6,0.4,72,21,1004.6,1003.8,17.6,24.7,No,No
17/12/2010,Albury,10.3,25.9,0,62,31,1005.3,1002.1,17.7,24.1,No,No
18/12/2010,Albury,14,20.8,1,64,52,1002.4,1002.8,16.9,18.7,No,Yes
19/12/2010,Albury,10.4,18,3,71,55,998.8,994.3,15,17.4,Yes,Yes
20/12/2010,Albury,8.6,20.5,6.2,79,50,1002.3,1004.3,10.8,18.6,Yes,Yes
21/12/2010,Albury,9.9,21.2,1.6,68,48,1010.5,1011.5,14.3,19.3,Yes,No
22/12/2010,Albury,9.4,25.9,0,71,37,1018.4,1015.7,16.6,24.2,No,No
23/12/2010,Albury,12.3,29.2,0,62,24,1018.1,1017.4,19.8,28.1,No,No
24/12/2010,Albury,13.9,30.8,0,47,33,1022.3,1018.2,20.6,29.4,No,No
25/12/2010,Albury,19.3,29.1,0,60,72,1014.6,1009.9,23.2,23.4,No,No
26/12/2010,Albury,17.5,30,1,75,35,1005.4,1000.5,22.2,28.4,No,No
27/12/2010,Albury,11.3,22.2,0,57,38,1006.7,1007.1,16.3,22,No,No
28/12/2010,Albury,9.1,26.7,0,49,35,1016.8,1014.2,15.1,24.7,No,No
29/12/2010,Albury,13.5,31,0,57,28,1015.6,1012.8,21.9,29.6,No,No
30/12/2010,Albury,14.8,34,0,55,25,1015.8,1013.3,21.7,33.5,No,No
31/12/2010,Albury,15.7,38.1,0,55,22,1014.3,1010.7,23.3,36.7,No,No
01/01/2011,Albury,23.2,35.8,0,46,29,1011.1,1009.2,26.8,32.8,No,No
02/01/2011,Albury,20.1,31.1,0.6,45,27,1010.9,1009.5,25.1,30.2,No,No
03/01/2011,Albury,13.6,29.4,0,56,28,1011.8,1009.3,20.2,28.4,No,No
04/01/2011,Albury,13.9,29.2,0,53,38,1011.6,1007.8,19.9,27.9,No,No
05/01/2011,Albury,16,28.9,0,57,31,1006.2,1004.3,22,26.8,No,No
06/01/2011,Albury,16.5,31.6,0,48,34,1010.3,1007.7,21.4,30,No,No
07/01/2011,Albury,16.1,30.7,0,51,42,1012.7,1010.1,23.4,29.3,No,No
08/01/2011,Albury,17.8,32,0,66,40,1012,1009.1,22.9,31.1,No,No
09/01/2011,Albury,20.1,33,0,55,41,1013.8,1010.6,26.7,32.5,No,Yes
10/01/2011,Albury,20.1,32,35,68,40,1013.6,1010,24.1,31.2,Yes,Yes
11/01/2011,Albury,21.6,26.4,1.4,81,87,1011.7,1009.4,22.5,23,Yes,Yes
12/01/2011,Albury,21.5,28.9,5,66,84,1006.9,1006.2,25.5,24.5,Yes,Yes
13/01/2011,Albury,22.1,30.6,14.2,86,59,1009.5,1006.5,24.4,29.5,Yes,Yes
14/01/2011,Albury,24,25.5,2.4,61,90,1006,1006,24.5,21.2,Yes,Yes
15/01/2011,Albury,19.9,31.4,13.8,83,34,1009.4,1007.4,22.3,29.6,Yes,No
16/01/2011,Albury,18.5,33.7,0,71,46,1009.7,1005.1,23.8,32.6,No,No
17/01/2011,Albury,19.8,26.9,0,70,36,1004.4,1003.3,21.6,26.5,No,No
18/01/2011,Albury,12.9,27.2,0,64,43,1007.4,1005.9,17.9,25.5,No,No
19/01/2011,Albury,12.9,29.3,0,70,36,1009.1,1007.8,19.1,26.9,No,No
20/01/2011,Albury,16.1,31.9,0,63,38,1011.8,1009.4,21.4,29.5,No,No
21/01/2011,Albury,17.8,32.5,0,60,40,1012.4,1009.9,24.9,32,No,No
22/01/2011,Albury,19.8,34.6,0,60,37,1013.6,1010.3,25.3,33,No,No
23/01/2011,Albury,20.7,31.4,0,53,41,1010.4,1006.1,24.6,30.9,No,No
24/01/2011,Albury,19.8,30.6,0,68,29,1002.5,1001.5,22.2,30.4,No,No
25/01/2011,Albury,14.9,32,0,60,30,1008,1006.6,21.1,30.3,No,No
26/01/2011,Albury,21.1,34.4,0,63,40,1008.2,1009.6,25.1,33.4,No,No
27/01/2011,Albury,14.3,31.6,0,60,30,1014.5,1013.7,19.8,29.5,No,No
28/01/2011,Albury,12.6,32.3,0,56,20,1017.8,1015.9,20.6,30.6,No,No
29/01/2011,Albury,14.5,32,0,59,32,1018.9,1017.2,21.5,30.2,No,No
30/01/2011,Albury,16.7,35.4,0,68,31,1019,1015.6,23,33.4,No,No
31/01/2011,Albury,19.9,38.2,0,56,25,1015.3,1011.4,25.3,37.3,No,No
01/02/2011,Albury,20.5,39.8,0,57,16,1009,1005.2,27.2,38.8,No,No
02/02/2011,Albury,21.9,33.7,0,77,49,1014.1,1011.1,25.4,32,No,Yes
03/02/2011,Albury,21.9,36,3.4,74,50,1012.3,1011.6,25.8,33.9,Yes,Yes
04/02/2011,Albury,22.5,28.2,2.6,80,99,1012.7,1011.1,24.8,23.4,Yes,Yes
05/02/2011,Albury,20.4,23,99.2,97,95,1008.6,1007.3,22.5,22.5,Yes,Yes
06/02/2011,Albury,14.7,21.5,51,81,45,1017,1019.6,14.7,19.1,Yes,No
07/02/2011,Albury,10.8,25.5,0,58,40,1023.6,1019.5,14.5,23.9,No,No
08/02/2011,Albury,13.4,27.3,0,66,50,1018.7,1016.6,18.5,26.4,No,No
09/02/2011,Albury,15,29.4,0,66,43,1022,1019.8,18.7,27.1,No,No
10/02/2011,Albury,17,29.7,0,79,55,1020.1,1016.1,19.8,27.9,No,Yes
11/02/2011,Albury,19.8,24.8,39.8,98,94,1013.4,1011.5,20.4,22,Yes,Yes
12/02/2011,Albury,18.7,28.5,28.2,88,57,1014.2,1012.9,19.6,28.2,Yes,No
13/02/2011,Albury,15.1,28.6,0,73,50,1017.6,1016.5,20.6,27.6,No,No
14/02/2011,Albury,14.5,29.2,0,57,45,1022.2,1019.9,19.4,27.6,No,No
15/02/2011,Albury,16.4,28,0,69,40,1022.3,1018.6,20.5,26.7,No,No
16/02/2011,Albury,18.9,22,0.2,80,85,1017.6,1016.1,20.7,20.6,No,Yes
17/02/2011,Albury,18.9,29.2,5.8,90,55,1012.9,1010.8,19.9,28.1,Yes,No
18/02/2011,Albury,19.3,30.7,0,68,51,1013.7,1010.3,22,30.4,No,Yes
19/02/2011,Albury,21.7,29,12.2,91,67,1005.2,1004.5,22.1,27.4,Yes,Yes
20/02/2011,Albury,16.7,25.7,12.8,80,50,1010.1,1009.7,19.4,25.2,Yes,No
21/02/2011,Albury,10.1,22.5,0,62,40,1015.2,1015.2,13.6,21.7,No,No
22/02/2011,Albury,12.3,25.2,0,53,43,1022.1,1020.5,15,23.2,No,No
23/02/2011,Albury,12.6,28,0.2,66,43,1024,1020,16.8,26.7,No,No
24/02/2011,Albury,13.9,29.2,0,76,43,1019.2,1015.5,18.9,27.7,No,No
25/02/2011,Albury,16.5,29.8,0,75,36,1014.1,1011.5,19.2,29.2,No,No
26/02/2011,Albury,15.6,30.9,0,70,36,1011.3,1008.6,19.6,30.2,No,No
27/02/2011,Albury,19.6,24.8,0.2,87,87,1009.9,1009,20.4,21.1,No,Yes
28/02/2011,Albury,17.9,30,11.8,85,55,1007.8,1003.7,20.4,28.5,Yes,No
01/03/2011,Albury,16,22.8,0,82,40,1006.5,1009.1,16,21.6,No,No
02/03/2011,Albury,8.8,23.4,0,67,41,1015.8,1012.8,13,22.3,No,No
03/03/2011,Albury,8.4,22.3,0,77,45,1012.9,1011.6,13.4,21.3,No,No
04/03/2011,Albury,8.6,22.1,0,79,42,1014.3,1013.6,13.2,21,No,No
05/03/2011,Albury,11.5,25,0,58,30,1020.6,1019.4,15.6,24.9,No,No
06/03/2011,Albury,9.6,25.3,0,68,38,1025.8,1022.8,15,23.6,No,No
07/03/2011,Albury,10.6,26.6,0,73,42,1023.9,1019.2,16.2,25.8,No,No
08/03/2011,Albury,11.4,28.7,0,71,34,1017.5,1013.2,16.8,28,No,No
09/03/2011,Albury,16.8,27,0,61,57,1014.8,1013,22.3,23.9,No,Yes
10/03/2011,Albury,18.7,20.8,13.4,92,95,1012.3,1011.9,19.8,19.6,Yes,Yes
11/03/2011,Albury,16.8,27,10.2,90,54,1015.4,1013.7,19,26.2,Yes,No
12/03/2011,Albury,17.2,28.2,0.6,88,56,1018.8,1017.1,19.8,27,No,No
13/03/2011,Albury,19.6,29.3,0.6,87,61,1019.8,1017.2,21.8,28.8,No,Yes
14/03/2011,Albury,18.2,26.9,19.8,96,61,1021.3,1019.2,19.6,26.2,Yes,No
15/03/2011,Albury,16.3,28.4,0.2,81,56,1020.3,1017,19.4,26.6,No,No
16/03/2011,Albury,17.1,28.2,0.4,87,37,1017.3,1015.5,19.8,28,No,No
17/03/2011,Albury,12.1,25.9,0.2,84,51,1018.7,1016,15.4,24.6,No,No
18/03/2011,Albury,12.8,26.3,0,77,47,1015.4,1012.4,16.2,25.2,No,No
19/03/2011,Albury,13.3,27.4,0,74,43,1013.9,1010.6,17.4,26.7,No,No
20/03/2011,Albury,13.9,28.1,0,71,46,1011.9,1008.4,19.4,27.4,No,No
21/03/2011,Albury,18.2,25.9,0,75,59,1005.4,1002.5,19.3,24.9,No,No
22/03/2011,Albury,18.6,26.8,0,82,58,1001.4,1000.3,20.1,26,No,No
23/03/2011,Albury,16.3,20.1,0,76,63,1005.7,1005.3,16.4,18.4,No,Yes
24/03/2011,Albury,13.9,22,8,90,64,1003.7,1003.8,15.7,20.7,Yes,No
25/03/2011,Albury,13.3,22.1,0,77,49,1011.8,1012.6,14.9,20.9,No,No
26/03/2011,Albury,9.6,24.2,0,67,43,1020.8,1019.7,15.1,22.7,No,No
27/03/2011,Albury,9.8,23,0,69,47,1025.3,1023.6,13.9,22.4,No,No
28/03/2011,Albury,10.2,24.7,0,81,45,1026.9,1023.8,14.2,23.5,No,No
29/03/2011,Albury,11.5,25.7,0,86,52,1024,1020.2,14.8,24.3,No,No
30/03/2011,Albury,12.3,25.8,0,87,55,1018.7,1015.6,15.6,24.1,No,No
31/03/2011,Albury,7.2,22.1,0.2,83,47,1022.8,1021.5,11.6,21.4,No,No
01/05/2011,Albury,8.7,20.4,0,81,66,1019.6,1016.3,12.8,19.5,No,No
02/05/2011,Albury,12.3,22.3,0,90,57,1016.5,1014.3,13.9,19.4,No,No
03/05/2011,Albury,9,21.9,0,74,46,1016.6,1014.5,14.6,21.6,No,No
04/05/2011,Albury,6.7,19,0.6,85,47,1019.6,1018,10.7,18.6,No,No
05/05/2011,Albury,4.4,18.1,0.2,70,42,1024.3,1022.3,10.8,17.8,No,No
06/05/2011,Albury,2.8,16.8,0,76,53,1025.4,1021.5,8.1,15.9,No,No
07/05/2011,Albury,3.4,15.9,0,96,57,1020.7,1016,6.2,15.7,No,No
08/05/2011,Albury,2.1,16.8,0,94,39,1016,1013.5,7.4,16.6,No,No
09/05/2011,Albury,3.8,16.1,0,60,43,1017.9,1016.8,11.4,15.6,No,No
10/05/2011,Albury,1.1,15.2,0,69,43,1019.3,1015.3,7.4,14.6,No,Yes
11/05/2011,Albury,3,11,3.6,83,55,1010.6,1009,8,10.8,Yes,No
12/05/2011,Albury,0.2,10.1,0.4,94,89,1015.3,1013.8,4.1,8.6,No,Yes
13/05/2011,Albury,3.8,14.1,5,98,74,1015,1012.3,9,13.2,Yes,Yes
14/05/2011,Albury,3.8,14.3,1.8,82,46,1020.7,1021.8,6.8,13.6,Yes,No
15/05/2011,Albury,-0.7,13.7,0,95,57,1031.5,1029.9,3.3,12.3,No,No
16/05/2011,Albury,0.8,11.2,0,99,74,1033,1030.5,4.2,10.9,No,No
17/05/2011,Albury,0.5,15.8,0,85,54,1031.8,1028.1,5.4,14.7,No,No
18/05/2011,Albury,2.3,17.9,0,99,48,1032,1029.2,7.1,17.6,No,No
19/05/2011,Albury,2.7,16,0,91,55,1031.5,1028.8,6.6,15.9,No,No
20/05/2011,Albury,4.5,18.6,0,93,48,1028.7,1024.9,7.7,18.1,No,No
21/05/2011,Albury,3.3,20.5,0,85,50,1025.4,1020.7,8,19.6,No,No
22/05/2011,Albury,5.8,22,0,94,53,1017,1009.3,10.2,20.4,No,Yes
23/05/2011,Albury,10.2,15,17.4,88,85,1002.9,1000.5,13.2,14,Yes,Yes
24/05/2011,Albury,8.9,15.6,3.6,85,65,1007.8,1008.2,10,14.8,Yes,No
25/05/2011,Albury,3.1,14.7,0,74,47,1017.3,1016.1,7.3,14.3,No,No
26/05/2011,Albury,1.3,14.9,0,75,52,1020.5,1018.6,6.6,13.6,No,No
27/05/2011,Albury,1.9,13.8,0,99,65,1021.9,1020.6,6.1,12.8,No,No
28/05/2011,Albury,2.6,13.9,0,99,72,1025.4,1023.5,6.1,13,No,No
29/05/2011,Albury,2.5,14.8,0,99,63,1026.5,1023.4,4.7,14.1,No,No
30/05/2011,Albury,3.6,15.9,0,76,51,1025.9,1023.2,8.7,15.8,No,No
31/05/2011,Albury,2.8,19.4,0,73,48,1024.8,1022,8,19.2,No,No
01/06/2011,Albury,3.1,19.8,0,86,53,1028,1025.1,8.8,19.1,No,No
02/06/2011,Albury,2.9,17.6,0,99,58,1027.8,1023.4,7.7,17.3,No,No
03/06/2011,Albury,4.3,18.3,0,97,57,1020.6,1016.4,8.5,17.4,No,Yes
04/06/2011,Albury,8.5,14.8,8.8,95,72,1016.3,1015.6,10.9,13.8,Yes,No
05/06/2011,Albury,2.2,12,0,98,75,1018.7,1014.7,6.7,11.5,No,Yes
06/06/2011,Albury,4.9,12.8,2,77,50,1017.9,1018,6.8,12.4,Yes,No
07/06/2011,Albury,-0.5,9.8,0,97,79,1019.3,1014.3,3.1,9,No,Yes
08/06/2011,Albury,1.5,10.2,2.6,89,63,1019.2,1017.3,3,9.7,Yes,No
09/06/2011,Albury,2.9,14.6,0,89,51,1018.1,1016.2,7.2,13.7,No,No
10/06/2011,Albury,-1.1,14,0,85,46,1021.3,1021.7,4.3,13.9,No,No
11/06/2011,Albury,-1.4,13.9,0,82,50,1028.7,1026.6,3.5,13.7,No,No
12/06/2011,Albury,1,16.1,0.2,76,49,1029.1,1026,7.6,16,No,No
13/06/2011,Albury,-0.3,15.9,0,91,41,1027.3,1024.5,4.3,15.7,No,No
14/06/2011,Albury,1.7,16.7,0,78,45,1025.3,1023.7,8.2,16.5,No,No
15/06/2011,Albury,0.5,16.9,0,82,48,1027,1024.7,5.8,16.8,No,No
16/06/2011,Albury,1,16.1,0,89,52,1023.6,1018.4,4.8,16,No,No
17/06/2011,Albury,3,12.6,1,92,68,1010.6,1010.1,7.5,11.5,No,No
18/06/2011,Albury,5.7,12.5,0.2,91,85,1015.1,1014.5,7.9,11.1,No,No
19/06/2011,Albury,3.3,11.8,0,99,92,1017.7,1015.2,7.6,11.4,No,Yes
20/06/2011,Albury,7.6,14.6,3.6,86,67,1015.4,1010.8,10.4,14.1,Yes,Yes
21/06/2011,Albury,6.6,11.6,10.6,93,58,1002,1003.9,6.8,10.3,Yes,No
22/06/2011,Albury,5.9,11.1,0.6,93,69,1013.3,1013.6,6.3,10.4,No,Yes
23/06/2011,Albury,6.2,14.2,3.4,85,70,1020.2,1020.9,11,13.3,Yes,No
24/06/2011,Albury,2.9,13.1,0,99,87,1028.3,1027.8,6.4,11.9,No,No
25/06/2011,Albury,5.5,15.5,0.4,99,65,1031,1028.1,8,14.8,No,No
26/06/2011,Albury,3.2,15.7,0,99,55,1029.2,1025.1,5.7,14.6,No,No
27/06/2011,Albury,0.9,16.4,0,99,47,1030.5,1028.7,4.3,16.2,No,No
28/06/2011,Albury,-0.2,15.2,0,98,52,1035.7,1032.6,3.6,15.2,No,No
29/06/2011,Albury,0.9,16.6,0,81,50,1037.4,1035.1,5.6,16.1,No,No
30/06/2011,Albury,0.3,15.2,0,92,53,1038.9,1034.2,5.4,15.1,No,No
01/07/2011,Albury,0.3,14.1,0,99,59,1033.6,1028.7,3.9,13.8,No,No
02/07/2011,Albury,0.2,15.2,0,99,63,1026.7,1020.9,3.7,14.5,No,No
03/07/2011,Albury,2.9,14.8,0,98,80,1018.7,1014.3,6.3,12.8,No,Yes
04/07/2011,Albury,6.3,14.8,15.4,85,54,1013.2,1009.1,10.7,14.1,Yes,Yes
05/07/2011,Albury,6.9,11.2,3.8,84,73,1010.1,1008.8,7.8,10.6,Yes,Yes
06/07/2011,Albury,7,10.8,1.2,94,87,1010.8,1007.7,7.9,10,Yes,Yes
07/07/2011,Albury,6.8,11.2,4.4,85,54,1013.9,1018.3,7.5,10.6,Yes,No
08/07/2011,Albury,-0.5,8.3,0,93,64,1026,1024.7,4.3,8,No,Yes
09/07/2011,Albury,4.3,9.2,4.2,94,87,1022.2,1021.1,7.4,8.1,Yes,No
10/07/2011,Albury,6.4,11,0,78,68,1017.7,1012.6,7,10.5,No,Yes
11/07/2011,Albury,4.7,11.8,6.6,85,64,1022.2,1022.7,5.7,11.2,Yes,No
12/07/2011,Albury,5.7,10.5,0,83,64,1025.4,1023.4,7.7,9.8,No,No
13/07/2011,Albury,7.1,9.8,0,91,88,1021.6,1020.1,7.2,8.7,No,Yes
14/07/2011,Albury,-0.3,12.6,4,99,65,1029.3,1029.7,4,10.7,Yes,No
15/07/2011,Albury,-1.6,12.1,0,95,46,1036.6,1033.3,2.6,12,No,No
16/07/2011,Albury,0.2,14.1,0,78,56,1031.3,1026.3,5.3,13.7,No,No
17/07/2011,Albury,5.3,11.1,0,86,95,1024,1021.2,8.4,9.5,No,Yes
18/07/2011,Albury,8.4,11,8.8,92,85,1018.8,1018.3,8.6,8.6,Yes,Yes
19/07/2011,Albury,0.4,14.5,1.8,99,66,1020.4,1017.8,3.4,14,Yes,No
20/07/2011,Albury,0.3,16.7,0.2,99,54,1021.5,1020.2,3.6,15.8,No,No
21/07/2011,Albury,3.5,17.2,0,75,46,1022.2,1020,8.8,16.8,No,No
22/07/2011,Albury,6.9,15.6,0,56,45,1023.5,1021.4,12.5,15.3,No,No
23/07/2011,Albury,0.1,14.6,0,72,45,1024.7,1021.6,5.8,14.3,No,No
24/07/2011,Albury,1.6,9.3,0.2,93,81,1021,1018.2,5.5,8.9,No,Yes
25/07/2011,Albury,5.5,13.2,16.2,99,80,1016.6,1015.8,8,12.2,Yes,Yes
26/07/2011,Albury,4.1,14.1,2.2,99,63,1022.3,1022,7,12.6,Yes,No
27/07/2011,Albury,0.5,14.5,0,99,49,1030.1,1028.8,4.3,14.2,No,No
28/07/2011,Albury,0.2,13.1,0,99,59,1031,1027.6,2.9,12.6,No,No
29/07/2011,Albury,-1.4,14.7,0,92,52,1028.9,1024.7,3.6,14.1,No,No
30/07/2011,Albury,0.6,16.1,0.2,89,54,1024.6,1020,4.9,15.8,No,No
31/07/2011,Albury,4.9,14.7,1,96,76,1021.7,1019.8,8.8,13.8,No,No
01/08/2011,Albury,3.4,19,0,92,55,1021.6,1018.5,8.7,18.9,No,No
02/08/2011,Albury,6.5,20.6,0,90,44,1022.2,1018,10.7,19.5,No,No
03/08/2011,Albury,3.9,21.5,0.2,92,43,1022.2,1019.9,9,21.3,No,No
04/08/2011,Albury,7.1,22.9,0,64,37,1024,1021.4,14.7,22.7,No,No
05/08/2011,Albury,5.6,20.7,0,65,42,1023,1018.1,13.9,20.3,No,Yes
06/08/2011,Albury,9.9,12.9,14.6,99,92,1019.4,1014.8,10.3,12.4,Yes,Yes
07/08/2011,Albury,5.3,11.1,4.2,96,84,1016.4,1013.2,7.6,9.6,Yes,Yes
08/08/2011,Albury,7.1,12.3,8.2,95,76,1011.9,1009.5,7.6,9.7,Yes,Yes
09/08/2011,Albury,3.1,10.1,1.2,89,76,1010.2,1008.4,6.3,9.9,Yes,Yes
10/08/2011,Albury,6.3,10.9,3.6,89,83,1009.3,1006.9,8.9,10.4,Yes,Yes
11/08/2011,Albury,3.4,16.8,2.8,84,50,1012,1012.3,7.4,16.7,Yes,No
12/08/2011,Albury,1.6,16.3,0,74,43,1020.7,1019.5,6.9,16.2,No,No
13/08/2011,Albury,0.7,13.4,0,91,65,1025,1023.1,5.8,13,No,No
14/08/2011,Albury,4.3,17.3,0,88,50,1027.1,1024,8.2,16.3,No,Yes
15/08/2011,Albury,3.9,13.8,1.2,86,73,1025.6,1021.7,9.3,13.3,Yes,No
16/08/2011,Albury,9,19.4,0.2,80,45,1020.8,1016.2,11.8,18.7,No,Yes
17/08/2011,Albury,7.1,12.6,5.6,95,91,1011.8,1005.7,10.4,11.8,Yes,Yes
18/08/2011,Albury,7.4,10.8,30.8,90,91,1010.7,1010.2,7.5,9.6,Yes,No
19/08/2011,Albury,6.9,19.3,0.8,88,49,1021,1020.7,8.2,19.1,No,No
20/08/2011,Albury,3.2,17.3,0,62,32,1031.5,1030.4,11.2,16.6,No,No
21/08/2011,Albury,2.1,18,0,79,46,1037.3,1034.6,8.9,17.4,No,No
22/08/2011,Albury,1.8,17.7,0,79,47,1039.9,1036,8.8,17.1,No,No
23/08/2011,Albury,2.5,16.9,0,99,56,1037.3,1032.6,6.4,16.1,No,No
24/08/2011,Albury,2.4,17.5,0,99,56,1031.4,1026.7,6.6,16.8,No,No
25/08/2011,Albury,2.5,20.7,0,99,48,1025.6,1020.6,7.2,20.2,No,No
26/08/2011,Albury,1.9,16.6,0,99,36,1025.6,1023.2,6.5,16.4,No,No
27/08/2011,Albury,0.8,16.8,0,71,42,1023.7,1019.9,8.2,16.4,No,No
28/08/2011,Albury,0.4,16.2,0,72,44,1022.8,1018.7,7.3,15.8,No,No
29/08/2011,Albury,1.4,15.9,0,80,59,1019.2,1018.2,8.2,15.6,No,No
30/08/2011,Albury,0.6,15.7,0,99,47,1024.3,1022.1,5.4,15,No,No
31/08/2011,Albury,0.4,15.8,0,87,56,1025.4,1023.2,6.5,15.6,No,No
01/09/2011,Albury,2.6,18.3,0,82,42,1025.6,1023,9.3,17.9,No,No
02/09/2011,Albury,2.8,20.4,0,65,31,1028.4,1025.3,10.4,19.6,No,No
03/09/2011,Albury,2.6,19.6,0,71,44,1028.4,1023.6,10.2,18.8,No,No
04/09/2011,Albury,6.5,16.8,0,65,68,1024.2,1021.8,14.5,15.6,No,Yes
05/09/2011,Albury,4.8,21.4,3.2,86,52,1024.5,1020.2,10.8,20.7,Yes,Yes
06/09/2011,Albury,10.8,18.8,5,55,71,1014.9,1014.1,16.7,12.1,Yes,No
07/09/2011,Albury,-0.1,14.4,1,78,44,1021.3,1020.2,7.3,13.7,No,No
08/09/2011,Albury,0.4,15.9,0,74,38,1022.7,1018.6,7.8,15.7,No,No
09/09/2011,Albury,2.7,14,0,70,47,1013.1,1010.6,8.4,13,No,No
14/09/2011,Albury,0.9,20.8,NA,83,42,1021.7,1018.3,9.4,20.6,NA,No
15/09/2011,Albury,1.7,17.2,0,72,33,1023.3,1020.4,9.7,16.9,No,No
16/09/2011,Albury,4.4,20.8,0,78,50,1017.8,1013.9,9.8,19.3,No,No
17/09/2011,Albury,3.7,21.7,0,78,52,1017.5,1011.8,12,21.5,No,No
18/09/2011,Albury,5.5,23.9,0,52,36,1015.6,1015.2,14.7,23.2,No,No
19/09/2011,Albury,5.3,26.7,0,70,36,1015.5,1007,14.8,26.4,No,No
20/09/2011,Albury,10.1,13.6,1,73,70,1008.8,1011.2,12.2,12.9,No,Yes
21/09/2011,Albury,1.7,18.2,3.6,99,53,1022.6,1020.3,7.8,18,Yes,No
22/09/2011,Albury,4.4,22.1,0,81,36,1023.4,1017.4,12.6,21.9,No,No
23/09/2011,Albury,10,18.4,0,65,39,1017.9,1018.1,14.5,17.8,No,No
24/09/2011,Albury,1.9,18.3,0,69,39,1020.3,1016.3,11.8,17.9,No,No
25/09/2011,Albury,8.6,19.8,1,53,36,1022.2,1020.5,13.7,18.9,No,No
26/09/2011,Albury,3.1,19.6,0,65,37,1025,1019.7,11.7,19,No,No
27/09/2011,Albury,7,21.3,0,72,44,1019.9,1014.4,13.3,20.5,No,No
28/09/2011,Albury,11.5,19.2,0.6,69,93,1008.7,1004.9,16.9,14.3,No,Yes
29/09/2011,Albury,10.7,12.3,28.4,84,89,996.3,996.2,11.2,10,Yes,Yes
30/09/2011,Albury,7.5,15.5,8.2,84,59,1006.1,1003.7,10.1,15.1,Yes,Yes
01/10/2011,Albury,8.2,13.5,3.8,85,80,1005.8,1007.1,10.5,13,Yes,Yes
02/10/2011,Albury,4.2,17.6,5.8,69,47,1018.4,1018.1,11.3,14.8,Yes,No
03/10/2011,Albury,2.9,18.3,0.8,67,40,1024.7,1022.1,9.4,17.5,No,No
04/10/2011,Albury,4.1,19.3,0,74,47,1024.9,1021.9,10.5,19.1,No,No
05/10/2011,Albury,5.6,17.8,0,89,59,1020.5,1016.4,10.2,17.4,No,No
06/10/2011,Albury,10.2,16,0,87,80,1014.8,1012.6,13,15,No,Yes
07/10/2011,Albury,11.1,21.4,4.2,88,53,1013.2,1010.1,13.3,19.9,Yes,No
08/10/2011,Albury,8.7,21.8,0,79,50,1012.2,1009.5,13.5,21.3,No,No
09/10/2011,Albury,10.7,18.6,0,89,57,1010.1,1007.4,12.6,18.4,No,Yes
11/10/2011,Albury,5.9,16.7,NA,83,47,1013.9,1012.7,9.9,15,NA,No
12/10/2011,Albury,2.6,20.3,0,81,31,1018.8,1016.8,8.9,18.3,No,No
13/10/2011,Albury,5.3,23.2,0,73,47,1021.2,1017.9,12.4,22.2,No,No
14/10/2011,Albury,10,24.3,0,74,54,1017.2,1012.3,15.8,23.3,No,No
15/10/2011,Albury,10.3,25.5,0,77,53,1009.9,1007.5,17.1,23.7,No,No
16/10/2011,Albury,9.1,18.7,0,58,34,1017.9,1020.5,12.7,17.3,No,No
17/10/2011,Albury,4.3,20.3,0,64,29,1032.4,1030.9,10.2,18.3,No,No
18/10/2011,Albury,5.2,23.7,0,69,35,1033.4,1029.7,12.7,23,No,No
19/10/2011,Albury,5.7,25.7,0,63,42,1030.1,1026.1,14.1,24.9,No,No
20/10/2011,Albury,8.3,28,0,68,34,1026.8,1021.7,16.6,27.5,No,No
21/10/2011,Albury,11.3,24.7,0,77,47,1023.7,1022.7,17.9,23.6,No,No
22/10/2011,Albury,13.3,25.9,0,85,48,1023.9,1020.8,15.6,25.3,No,No
23/10/2011,Albury,11.7,30.9,0,66,27,1020.7,1015.4,18.3,30.3,No,No
24/10/2011,Albury,18,28.4,0,46,49,1010,1006.3,23.8,26.7,No,Yes
25/10/2011,Albury,11.9,20.6,12.2,85,60,1010.8,1012.5,13,19.3,Yes,No
26/10/2011,Albury,11.7,23.3,0,57,46,1020.2,1018.3,16.2,21.9,No,No
27/10/2011,Albury,8.8,23.8,0,63,43,1022.5,1017.9,15.4,22.6,No,No
28/10/2011,Albury,12.4,25.9,0,80,56,1016.1,1011.5,16.7,24.7,No,Yes
29/10/2011,Albury,16.7,25,1.2,91,63,1010.4,1009.9,18.4,24,Yes,No
30/10/2011,Albury,9.9,20.1,0,74,54,1015.2,1015.6,13.1,19.1,No,No
31/10/2011,Albury,6.4,23.1,0,60,41,1022.8,1019.6,14.1,21.3,No,No
01/11/2011,Albury,9.3,24.8,0,62,39,1019.8,1015.2,15.7,23.4,No,No
02/11/2011,Albury,11.4,22.2,0,64,51,1013.9,1011.1,14.9,21.2,No,No
03/11/2011,Albury,9.3,22.3,0,61,29,1013.5,1012.4,14.5,21.9,No,No
04/11/2011,Albury,8.1,26.6,0,57,36,1018.4,1015.5,16,24.5,No,No
05/11/2011,Albury,9.8,29.6,0,72,36,1016.9,1012.5,18.5,28.7,No,No
06/11/2011,Albury,13.8,32.9,0,63,44,1011.2,1006.4,21.7,27.1,No,Yes
07/11/2011,Albury,15.8,28.5,5.4,83,47,1013.1,1011,21.4,27.5,Yes,No
08/11/2011,Albury,16.7,30.1,0,72,43,1009.9,1009.6,22.7,28.8,No,No
