id,Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Extent,Perimeter,Roundness,AspectRation,Class
779,5118,129.5687091,50.46393227,0.921036518,5213,80.72446959,0.812380952,295.161,0.738230866,2.567550788,1
780,6459,146.1691698,56.92709619,0.921043232,6690,90.68546862,0.54783715,354.238,0.646822106,2.567655467,1
781,4725,125.3883776,48.83123335,0.921051892,4855,77.56324419,0.509708738,291.95,0.696618041,2.56779051,1
782,7150,154.0943129,59.98964288,0.921109026,7378,95.41311621,0.515873016,371.492,0.651053944,2.568681951,1
783,5294,132.831416,51.71077633,0.921112591,5420,82.10073173,0.622823529,302.738,0.725871803,2.56873761,1
784,5003,129.9489081,50.58415907,0.921127121,5126,79.81238903,0.678372881,299.098,0.702770218,2.568964484,1
785,5330,133.9105234,52.12430974,0.921133291,5512,82.37940746,0.50245098,315.074,0.674701911,2.569060849,1
786,5823,139.0002035,54.10320125,0.921140139,5933,86.10501651,0.635768097,316.193,0.731900682,2.569167818,1
787,5317,133.5989483,51.99894548,0.921146209,5465,82.27888344,0.51046467,307.821,0.705147605,2.569262646,1
788,6405,146.8097389,57.1349598,0.921163035,6660,90.30558833,0.726190476,348.506,0.662687043,2.569525547,1
789,6115,143.280753,55.75607833,0.921179197,6285,88.23751932,0.515772605,331.539,0.699096421,2.569778172,1
790,5474,135.4824947,52.71708263,0.921192891,5663,83.48480861,0.495833333,311.7,0.708012708,2.569992267,1
791,6348,144.9343665,56.39471482,0.921193328,6487,89.90286219,0.638631791,333.412,0.717603137,2.569999103,1
792,4648,124.8017948,48.5606645,0.921194554,4780,76.92865139,0.761967213,285.858,0.714784756,2.570018268,1
793,5781,138.4409543,53.85929743,0.921220166,5912,85.79392641,0.599937734,320.867,0.705606749,2.570418868,1
794,6383,145.7214813,56.67844057,0.921258662,6536,90.15036336,0.665519758,337.324,0.704920638,2.571021358,1
795,6244,144.2029403,56.08476628,0.921267553,6430,89.16337655,0.802983539,333.56,0.705220337,2.571160582,1
796,6018,141.4121039,54.98634613,0.921306303,6172,87.53488208,0.665560717,322.975,0.724977008,2.571767608,1
797,4660,124.065816,48.23917116,0.921314078,4749,77.02789286,0.536125173,284.546,0.723253945,2.571889463,1
798,6111,142.1924934,55.28457299,0.92132179,6232,88.20865523,0.550937613,322.341,0.739079319,2.57201034,1
799,5818,139.5892481,54.26927321,0.92133133,5985,86.06804094,0.739638953,321.469,0.70746569,2.572159895,1
800,4617,124.35713,48.34498604,0.921339371,4767,76.67168303,0.494961407,284.872,0.71494101,2.572285984,1
801,5628,137.0817829,53.28697764,0.921354253,5762,84.65100211,0.555029586,315.467,0.710650525,2.572519384,1
802,5221,133.1163692,51.74520573,0.921355269,5427,81.53271529,0.699209857,308.708,0.688442684,2.572535316,1
803,5813,138.9378269,54.0008356,0.921377423,5919,86.03104947,0.812438854,317.582,0.724266551,2.572882908,1
804,5499,136.2555042,52.95518317,0.921387072,5716,83.67523084,0.617795753,311.347,0.712859945,2.573034329,1
805,7064,153.3912515,59.60704461,0.921408743,7291,94.83756716,0.79819209,361.323,0.679938041,2.573374549,1
806,6017,142.0131574,55.18207953,0.921419127,6178,87.52760902,0.76747449,328.276,0.701635589,2.573537617,1
807,6729,149.6949593,58.16501777,0.921424708,6870,92.56148711,0.562155389,343.619,0.716153392,2.573625267,1
808,7416,157.490883,61.18256592,0.921455797,7646,97.17172667,0.520056101,379.837,0.645929398,2.57411373,1
809,6995,152.7497374,59.33606385,0.921468621,7181,94.37325159,0.759418087,354.757,0.698450505,2.574315307,1
810,5247,133.0192815,51.66930288,0.921476258,5399,81.73547511,0.789022556,308.254,0.693910544,2.574435381,1
811,6080,142.7256657,55.43825528,0.921480227,6333,87.98463748,0.524590164,340.577,0.658692642,2.57449779,1
812,5650,138.1059556,53.64319242,0.921482213,5800,84.81629223,0.563141633,316.608,0.708295599,2.57452902,1
813,5493,136.1751504,52.88269586,0.921514811,5648,83.62956905,0.608305648,315.888,0.691756433,2.575041763,1
814,6146,143.3209376,55.65365747,0.921526738,6313,88.46089668,0.73879072,328.871,0.714087223,2.575229448,1
815,5414,136.0301335,52.8222122,0.921527721,5611,83.02601336,0.548253165,314.565,0.687554798,2.575244918,1
816,6249,145.1751867,56.36986932,0.921537827,6465,89.19906903,0.58731203,335.314,0.69842056,2.575403997,1
817,5370,133.6724106,51.89599465,0.921561396,5469,82.68794565,0.554179567,305.254,0.724204839,2.575775096,1
818,3749,112.2648727,43.58327316,0.921567461,3840,69.0896161,0.534960046,256.411,0.716559073,2.575870616,1
819,5102,130.6581338,50.7198348,0.92158048,5214,80.59818954,0.746233728,299.231,0.71603978,2.576075698,1
820,5916,140.5111229,54.5393173,0.921596437,6077,86.78989081,0.737288136,324.562,0.705736676,2.576327131,1
821,4409,120.9858536,46.9580739,0.921605211,4526,74.92471657,0.547293942,278.673,0.713444472,2.576465421,1
822,5471,135.9671754,52.76559617,0.921627379,5640,83.46192874,0.514191729,314.297,0.695978955,2.576814919,1
823,6085,142.7832709,55.40421582,0.921646675,6311,88.02080794,0.639180672,331.94,0.693986892,2.577119247,1
824,4769,126.152962,48.94258878,0.921675258,4879,77.92354836,0.781803279,288.198,0.721531442,2.577570275,1
825,6057,143.4559635,55.65412599,0.921679291,6255,87.81806148,0.545970795,330.792,0.695596586,2.577633931,1
826,4073,117.7010491,45.66004078,0.921687863,4224,72.01322563,0.651263192,273.42,0.684642281,2.57776925,1
827,7121,154.7080899,60.01546662,0.921690043,7387,95.21942448,0.547137918,388.369,0.593282771,2.577803667,1
828,6111,143.114146,55.51339905,0.921703165,6309,88.20865523,0.782458387,332.759,0.693525648,2.578010866,1
829,5710,138.052519,53.54778274,0.921709968,5873,85.26545491,0.539799584,317.833,0.710310113,2.578118307,1
830,5948,141.7095603,54.95866255,0.921732573,6171,87.02430012,0.648000872,329.418,0.688788951,2.578475416,1
831,6247,144.6254898,56.08777699,0.92173769,6431,89.18479375,0.628470825,334.694,0.70078616,2.578556283,1
832,5350,133.8460068,51.90122303,0.921756929,5525,82.53382073,0.535214086,309.745,0.70073698,2.578860362,1
833,6493,146.8954621,56.95675735,0.921770185,6709,90.92383826,0.742736216,355.535,0.645491527,2.579069963,1
834,6866,151.5451469,58.74136041,0.921820833,7016,93.49899847,0.642522927,348.306,0.711200006,2.579871251,1
835,6775,150.5848255,58.36821072,0.921823384,6970,92.87732724,0.619060673,350.375,0.693510342,2.579911627,1
836,5695,137.9076321,53.45043261,0.921835485,5811,85.15338635,0.518245518,316.826,0.712954745,2.580103197,1
837,6568,148.583394,57.58053961,0.921857045,6715,91.44745666,0.634589372,340.573,0.711578108,2.580444627,1
838,6005,141.7075761,54.9147739,0.921860543,6164,87.44028514,0.678991407,328.557,0.699039034,2.580500038,1
839,7184,155.2201987,60.14222172,0.921884882,7383,95.63970352,0.516240299,365.446,0.675973643,2.580885678,1
840,5419,135.2993747,52.42262542,0.921887977,5645,83.06434309,0.603519323,320.065,0.664741273,2.580934732,1
841,6165,143.7976172,55.69964936,0.921933785,6290,88.59752702,0.576923077,330.37,0.709809387,2.581661085,1
842,6709,150.2048895,58.17973561,0.921938694,6933,92.42382867,0.521087379,348.162,0.695512467,2.58173895,1
843,6731,149.7710561,58.00955454,0.921944702,6874,92.5752417,0.568881001,344.619,0.71221484,2.581834274,1
844,6098,143.4248442,55.54108265,0.9219753,6349,88.11478164,0.675753546,332.998,0.69105726,2.582319921,1
845,5295,133.5407968,51.71297923,0.921976933,5397,82.10848549,0.777304756,306.822,0.706810244,2.582345839,1
846,6098,142.7980966,55.29679252,0.921979956,6272,88.11478164,0.546415771,335.514,0.680731724,2.582393845,1
847,5870,140.2024654,54.29013238,0.921984552,6028,86.45181391,0.531269798,327.386,0.688220742,2.582466818,1
848,5404,134.0592409,51.90626998,0.922000347,5499,82.94930078,0.515353805,305.431,0.727945685,2.582717674,1
849,5283,132.4801829,51.29220976,0.922008799,5349,82.01539194,0.809283088,299.396,0.740625204,2.582851929,1
850,6635,148.8320389,57.60581807,0.922057663,6798,91.91269977,0.522935057,342.944,0.708931662,2.583628597,1
851,6758,150.1013796,58.08418215,0.922093839,6919,92.76072899,0.748560035,345.908,0.70975235,2.584204064,1
852,6170,143.7916018,55.63072416,0.922128234,6283,88.63344736,0.692402648,328.076,0.720354221,2.584751573,1
853,4888,128.0819141,49.55108538,0.92213415,5031,78.88976419,0.509166667,296.514,0.698635507,2.584845784,1
854,6099,143.2594975,55.41522743,0.922156445,6271,88.12200624,0.780921895,337.531,0.672730573,2.585200929,1
855,5548,136.2384902,52.69408825,0.922172742,5691,84.04720694,0.522312182,314.311,0.705711437,2.585460623,1
856,5614,137.2503699,53.08385097,0.922177663,5725,84.54564923,0.527235162,316.188,0.705653509,2.585539056,1
857,6221,143.976565,55.67772196,0.922199789,6337,88.99900678,0.811293688,329.566,0.71975595,2.585891805,1
858,5133,131.624633,50.9010122,0.92219994,5363,80.84267798,0.771879699,308.915,0.675932198,2.585894215,1
859,6175,143.9765138,55.67342359,0.92221225,6331,88.66935315,0.793293936,329.573,0.714403503,2.586090536,1
860,6742,150.3545963,58.12930105,0.922241321,6943,92.65085542,0.608044733,349.556,0.693370069,2.586554346,1
861,6484,147.3373436,56.96054678,0.922247694,6634,90.86080127,0.52180911,337.627,0.714790103,2.586656062,1
862,6096,142.2178543,54.97822139,0.922256929,6202,88.10033067,0.673963516,325.497,0.723037533,2.586803477,1
863,5004,129.0342114,49.87804586,0.92226887,5169,79.82036508,0.666933227,299.578,0.70066001,2.58699412,1
864,5819,139.7391114,54.01480412,0.922272499,5954,86.07543733,0.530688555,320.365,0.712472482,2.587052081,1
865,4964,129.2483853,49.95709237,0.922281004,5118,79.50069874,0.511647083,291.488,0.734176157,2.587187909,1
866,6548,148.851395,57.53373787,0.922281879,6728,91.30811869,0.707051074,344.643,0.692754907,2.587201883,1
867,5472,135.2830401,52.28889889,0.922283199,5595,83.46955606,0.518918919,312.749,0.703014194,2.587222966,1
868,6511,148.3694121,57.3462709,0.92228519,6777,91.04978131,0.540780731,370.398,0.596376186,2.587254756,1
869,6685,149.8811177,57.92899611,0.922289563,6836,92.25836741,0.672805958,345.188,0.705017499,2.587324617,1
870,5093,130.2972514,50.35968411,0.922290062,5252,80.52706999,0.684543011,301.944,0.701989687,2.587332579,1
871,5418,135.5814827,52.39904246,0.922299299,5545,83.05667856,0.584402977,309.636,0.710143257,2.587480159,1
872,6700,149.7021917,57.85317036,0.922308236,6832,92.36181543,0.518094649,343.589,0.713191509,2.587622955,1
873,6179,145.0802239,56.06135882,0.922324491,6421,88.69806732,0.56912591,336.911,0.684065484,2.587882758,1
874,5618,137.7322185,53.21999455,0.9223305,5841,84.57576345,0.595631891,326.259,0.663233719,2.587978816,1
875,5742,138.8555726,53.64744164,0.922350469,5903,85.50404356,0.584427481,320.139,0.704037649,2.588298125,1
876,5373,133.6498597,51.63424578,0.92235657,5479,82.71103961,0.534201631,306.315,0.719598378,2.588395699,1
877,5556,136.9561865,52.91131854,0.922357464,5654,84.10778151,0.809440559,311.644,0.718876954,2.588410009,1
878,5363,134.5664853,51.98547321,0.922365601,5466,82.63403463,0.508052293,308.913,0.706228583,2.588540162,1
879,5300,133.9950406,51.76320599,0.922370313,5491,82.14724333,0.52516845,319.33,0.653140015,2.588615563,1
880,4963,128.3598062,49.58436303,0.922376556,5090,79.49269061,0.573227073,295.603,0.71373413,2.588715441,1
881,5480,135.6859912,52.40213384,0.92241444,5618,83.53054953,0.554543615,313.061,0.702639379,2.58932187,1
882,4622,124.991889,48.26876382,0.922425465,4772,76.71318776,0.540774541,287.117,0.7045665,2.589498448,1
883,6546,147.9094032,57.1163607,0.922432762,6685,91.2941732,0.624141876,341.666,0.704664412,2.589615329,1
884,6226,144.6160122,55.83931502,0.922448038,6368,89.03476515,0.721353262,329.822,0.71921666,2.589860068,1
885,5586,137.2523185,52.99544487,0.922449842,5724,84.33454866,0.823529412,313.074,0.716171099,2.589888977,1
886,5008,129.9753723,50.18399447,0.922455311,5172,79.85226133,0.508116883,299.186,0.703058801,2.589976619,1
887,6674,149.118234,57.57018727,0.922469177,6817,92.18243174,0.527672359,341.008,0.721218621,2.590198869,1
888,6911,153.0364245,59.06841323,0.922508751,7168,93.80489589,0.738196967,359.338,0.672580798,2.590833513,1
889,5534,136.3191519,52.61122387,0.922523238,5672,83.94109626,0.617633929,313.06,0.709567731,2.591065971,1
890,6495,148.2736079,57.21117112,0.922562096,6684,90.93784055,0.587251356,343.668,0.691052159,2.591689787,1
891,5222,132.1066576,50.95365909,0.922623868,5394,81.54052307,0.673893406,300.157,0.728366192,2.592682448,1
892,4755,126.520333,48.7939065,0.922640725,4895,77.8090871,0.539972746,293.643,0.692980606,2.592953548,1
893,5713,138.4124116,53.37853785,0.922645783,5849,85.28785095,0.516219391,319.324,0.7040621,2.593034902,1
894,6428,146.7386584,56.58797747,0.92265024,6575,90.46758421,0.555526748,335.787,0.716403956,2.59310661,1
895,6725,150.3744182,57.98270437,0.922670695,6913,92.53397181,0.557813537,361.351,0.647207633,2.593435747,1
896,5984,141.9769315,54.74362267,0.922673945,6149,87.28725815,0.736945813,327.837,0.699657534,2.593488055,1
897,5340,134.6233027,51.90141823,0.922695002,5517,82.45665024,0.716970999,310.735,0.694977548,2.593827053,1
898,4833,126.7700172,48.87110716,0.922703665,4918,78.44467298,0.665702479,286.404,0.740403564,2.593966549,1
899,3472,107.948884,41.61128918,0.922719468,3602,66.48825234,0.547979798,247.106,0.714534165,2.594221091,1
900,6290,144.9748891,55.88236154,0.922723564,6424,89.49121039,0.714447978,334.503,0.706415915,2.594287091,1
901,5628,137.6379805,53.05139,0.922732273,5769,84.65100211,0.790005615,314.2,0.716393425,2.594427413,1
902,5701,139.2812203,53.68324105,0.922736837,5930,85.19823146,0.666316036,323.446,0.684789883,2.594500958,1
903,4557,124.1108898,47.83610968,0.922736912,4697,76.17186229,0.617396017,286.561,0.697356293,2.594502158,1
904,5338,134.2121091,51.72578433,0.922748247,5534,82.44120747,0.802706767,316.177,0.671008288,2.594684853,1
905,6276,146.017851,56.26830579,0.922769555,6460,89.39156215,0.781569116,338.738,0.687329463,2.59502839,1
906,4982,128.9863366,49.70238283,0.92277859,5095,79.64470737,0.769183264,295.484,0.717043739,2.5951741,1
907,5942,141.8361135,54.65262726,0.922782028,6121,86.9803965,0.709238482,327.788,0.694954563,2.595229554,1
908,6070,142.6631571,54.97102765,0.922782842,6225,87.91225191,0.768743668,327.374,0.711721664,2.59524268,1
909,5530,135.7392197,52.29672528,0.92280243,5675,83.91075427,0.790451687,316.739,0.692678827,2.595558689,1
910,6275,145.3151346,55.98479608,0.922806094,6477,89.38444016,0.538256991,338.401,0.688589377,2.595617823,1
911,6690,149.8902197,57.74695398,0.922807379,6945,92.29286297,0.611852936,363.732,0.635437675,2.595638547,1
912,5319,134.0663663,51.64122164,0.922836674,5455,82.29435666,0.660581222,309.097,0.699600763,2.596111441,1
913,6331,145.912522,56.20236351,0.922842098,6462,89.78240116,0.509496218,331.21,0.725229224,2.596199037,1
914,6225,144.4613228,55.64180451,0.922846687,6339,89.02761463,0.529336735,329.546,0.720306163,2.596273145,1
915,5890,140.9529355,54.27676528,0.922887314,6054,86.59896604,0.725369458,322.379,0.712183112,2.596929548,1
916,4340,120.6212454,46.44739646,0.922888152,4469,74.33612597,0.650967452,279.863,0.696319605,2.596943092,1
917,5057,130.5481065,50.26212981,0.92291303,5218,80.24196145,0.505902361,301.485,0.69915167,2.597345298,1
918,4742,126.0895295,48.54290593,0.922921743,4850,77.70265067,0.57215251,285.223,0.732491057,2.597486226,1
919,5234,132.9583554,51.1863547,0.922924768,5444,81.63415815,0.777480689,311.835,0.676384841,2.597535147,1
920,6810,151.5914448,58.35058547,0.922949923,6968,93.11692274,0.683323299,349.845,0.699206784,2.597942139,1
921,6048,143.2265051,55.1296604,0.922953103,6229,87.7527935,0.509734513,332.473,0.687557276,2.597993603,1
922,5502,136.8929854,52.68956648,0.922959938,5599,83.6980524,0.881730769,312.883,0.706263099,2.598104228,1
923,7029,153.3085105,59.0062103,0.922964362,7196,94.60232957,0.655079217,352.475,0.710962622,2.598175849,1
924,4959,129.853165,49.97553635,0.922974168,5082,79.46065002,0.645031218,298.073,0.701388588,2.598334594,1
925,5631,137.5750064,52.94061462,0.922994669,5761,84.67356067,0.622967142,317.591,0.701550628,2.598666588,1
926,6446,147.088629,56.58251769,0.923048683,6611,90.59416154,0.643891719,337.489,0.71118227,2.599541962,1
927,7085,154.8275289,59.55686332,0.923055893,7300,94.97843005,0.50578241,356.946,0.698786779,2.599658886,1
928,5007,129.9485145,49.98247074,0.923069635,5201,79.84428847,0.711221591,312.662,0.643631443,2.59988177,1
929,6646,150.0766705,57.72337457,0.923072541,6945,91.9888581,0.538137652,358.737,0.648959893,2.599928913,1
930,5189,132.5231387,50.97093332,0.923075366,5346,81.28247042,0.542896003,303.434,0.708214885,2.599974733,1
931,6882,153.8510538,59.16659335,0.923095579,7212,93.60787652,0.585204082,364.857,0.649649587,2.600302724,1
932,5220,132.7299994,51.03815662,0.923114096,5364,81.52490677,0.600414079,304.252,0.708620127,2.600603318,1
933,5766,139.5818305,53.67190328,0.923116966,5907,85.68254907,0.728030303,319.443,0.710064418,2.600649911,1
934,4602,125.2895507,48.17189045,0.923131447,4809,76.54703381,0.534432702,286.606,0.7040215,2.600885071,1
935,5221,133.0886319,51.16866244,0.923137248,5341,81.53271529,0.490695489,304.911,0.70569554,2.600979301,1
936,5128,131.6743419,50.61930071,0.923154988,5262,80.8032944,0.584587323,304.674,0.694203968,2.601267502,1
937,6488,147.4371277,56.67474804,0.923166874,6632,90.88882311,0.56540305,336.514,0.719970051,2.601460665,1
938,6855,151.5600705,58.25949206,0.923167184,7046,93.4240712,0.622559259,357.066,0.675647737,2.601465704,1
939,6608,149.2287333,57.35752973,0.923183365,6799,91.72549761,0.625520636,345.817,0.694364039,2.601728735,1
940,6362,146.5858431,56.33415482,0.923204819,6490,90.00194433,0.536063364,336.202,0.707298836,2.602077612,1
941,3637,110.1258538,42.31813802,0.92322047,3731,68.04977755,0.745898277,250.743,0.726934917,2.602332214,1
942,4022,116.0912838,44.60822819,0.923228536,4129,71.56094919,0.547657952,263.729,0.726668198,2.602463458,1
943,5917,141.9188627,54.53166533,0.923231011,6120,86.79722568,0.686586215,329.649,0.684239132,2.602503735,1
944,6461,148.4766843,57.04868685,0.923238834,6693,90.69950771,0.813113516,336.718,0.716105384,2.602631059,1
945,6610,148.6656679,57.12076611,0.923240327,6730,91.73937754,0.535309362,336.02,0.73566665,2.602655358,1
946,5340,134.5829135,51.70533245,0.92325429,5504,82.45665024,0.727917121,307.509,0.709635706,2.602882664,1
947,5913,141.0059936,54.17280406,0.923254903,6039,86.76788247,0.589355128,320.131,0.725040524,2.602892651,1
948,5567,138.6179207,53.25501777,0.923255856,5804,84.19100038,0.787188914,318.31,0.690447275,2.602908168,1
949,5625,137.929735,52.989456,0.923259388,5772,84.62843753,0.581395349,316.566,0.705348673,2.602965673,1
950,5282,133.9499638,51.44812613,0.92329788,5508,82.00762937,0.508912227,325.194,0.627658208,2.603592665,1
951,5268,133.020277,51.08903067,0.923304188,5405,81.89887619,0.543653251,303.724,0.71762475,2.603695456,1
952,6304,146.026161,56.08413164,0.923304365,6493,89.59074779,0.515875614,339.23,0.688394773,2.60369835,1
953,7277,156.1948013,59.98570435,0.923314718,7508,96.25676167,0.518452551,382.954,0.623546748,2.603867088,1
954,6481,147.9485093,56.81435728,0.923327106,6619,90.83977922,0.546090327,334.49,0.727923279,2.604069049,1
955,3674,112.0624666,43.03208405,0.923332733,3741,68.39504432,0.81753449,255.447,0.707534144,2.604160804,1
956,4632,125.2674114,48.10261311,0.923333335,4745,76.79612992,0.499676375,286.557,0.708853309,2.604170611,1
957,6978,153.6966432,59.01635311,0.923341637,7234,94.25850382,0.578798938,363.93,0.662071837,2.604306012,1
958,5974,142.3737359,54.66387454,0.923355408,6120,87.21429378,0.50990099,326.513,0.704164502,2.604530635,1
959,6145,144.1989207,55.36382554,0.923357778,6317,88.45369977,0.563451311,338.607,0.673503547,2.604569307,1
960,7081,154.5809512,59.34318431,0.923375866,7233,94.95161513,0.638157895,356.85,0.698768077,2.604864451,1
961,6321,145.6359305,55.89776767,0.923408545,6510,89.71146617,0.542295813,342.378,0.67761647,2.605397971,1
962,5983,141.9237566,54.47246264,0.923410021,6166,87.27996446,0.603368294,332.304,0.680859856,2.605422073,1
963,5125,131.2890568,50.38769302,0.923419559,5274,80.77965503,0.535192147,302.675,0.702992403,2.605577849,1
964,4743,125.9653314,48.34375422,0.923421985,4843,77.71084326,0.796875,284.56,0.736063503,2.605617487,1
965,6184,144.0239885,55.27225372,0.923428229,6374,88.73394697,0.730969267,330.931,0.709585025,2.605719485,1
966,4491,123.8331353,47.52160775,0.923434869,4630,75.6182438,0.764425532,286.289,0.688562863,2.605827983,1
967,6340,146.6550861,56.27426491,0.923450127,6507,89.84619476,0.517255446,343.397,0.675625649,2.606077331,1
968,5863,140.4059882,53.87365085,0.923458176,6016,86.40025145,0.508676037,324.501,0.699677131,2.606208898,1
969,4946,129.5496154,49.70557308,0.923466186,5062,79.35642878,0.79136,292.292,0.727495177,2.60633984,1
970,5966,141.818006,54.41260022,0.923466498,6120,87.15587831,0.747619048,325.488,0.707657558,2.606344955,1
971,6332,146.2356032,56.1034139,0.92347822,6508,89.78949157,0.506762705,337.006,0.700608665,2.606536627,1
972,7329,157.9221765,60.58326327,0.923487991,7629,96.60006534,0.50277835,378.149,0.644063478,2.606696437,1
973,6003,142.115952,54.51932064,0.923488701,6132,87.42572269,0.562710911,323.292,0.721752491,2.606708049,1
974,6135,143.6960054,55.12189271,0.923499041,6230,88.38169837,0.545333333,324.177,0.7336012,2.606877201,1
975,5196,132.0830638,50.66524722,0.923505056,5319,81.33727727,0.811875,299.47,0.728068701,2.606975611,1
976,5899,141.3123877,54.20098729,0.923518287,6048,86.66510298,0.546709917,324.416,0.704342233,2.607192133,1
977,5506,136.5342102,52.35479518,0.92355935,5632,83.72847146,0.600436205,312.514,0.708446593,2.60786447,1
978,5286,133.8954221,51.3343377,0.923586013,5440,82.03867523,0.568387097,308.164,0.699476644,2.608301345,1
979,5859,141.0384441,54.06678057,0.923604053,6010,86.37077337,0.580846634,324.589,0.698820709,2.608597047,1
980,5498,137.1954992,52.58109836,0.923641857,5677,83.66762227,0.506821534,316.487,0.689767691,2.609217066,1
981,5065,131.620516,50.44344401,0.923645023,5220,80.30540638,0.513900162,302.981,0.693359586,2.609269026,1
982,6859,152.6735265,58.51005361,0.923650289,7044,93.45132443,0.525030619,351.576,0.697320167,2.609355438,1
983,3574,109.7468345,42.05523351,0.923664462,3667,67.45782485,0.561067504,249.826,0.719596667,2.609588043,1
984,4872,128.8327603,49.3689796,0.923664538,5002,78.76054254,0.512626263,296.739,0.695293046,2.609589287,1
985,5222,132.8417595,50.90516653,0.923664756,5332,81.54052307,0.532639739,300.788,0.725313431,2.609592868,1
986,7085,154.9104622,59.36184516,0.923664976,7391,94.97843005,0.505277421,372.799,0.640619628,2.609596481,1
987,5804,139.7445682,53.5470826,0.923674407,5962,85.96442472,0.730430405,330.939,0.665949608,2.609751295,1
988,6002,143.69537,55.05977066,0.923677794,6235,87.41844055,0.505729693,330.983,0.688484994,2.609806911,1
989,5626,138.9698941,53.2446399,0.923691135,5888,84.63595973,0.529555723,337.416,0.620980906,2.610025992,1
990,5454,135.9573969,52.08825293,0.923697801,5626,83.33215752,0.688636364,312.463,0.70198495,2.610135477,1
991,6356,146.2916882,56.03400929,0.923736176,6558,89.95949392,0.750590458,344.85,0.671634957,2.610766034,1
992,6332,146.7354534,56.20232292,0.923740871,6534,89.78949157,0.504783163,341.058,0.684060145,2.610843214,1
993,7377,158.4868689,60.70228231,0.923743603,7572,96.91588168,0.513575606,367.754,0.685448511,2.610888139,1
994,5876,141.4421549,54.16420502,0.923772202,6006,86.49598583,0.526523298,323.93,0.703702849,2.611358459,1
995,3556,110.7131802,42.39346747,0.923784591,3709,67.28773901,0.51528764,262.297,0.649508695,2.61156227,1
996,5831,139.9189941,53.57370177,0.923793592,5949,86.16414443,0.709367397,319.692,0.716950824,2.6117104,1
997,6336,146.7015282,56.16037839,0.923822672,6463,89.81784764,0.534954407,335.275,0.708308886,2.612189098,1
998,6652,150.0995435,57.45801173,0.923831498,6813,92.03037244,0.569715656,343.775,0.707316067,2.61233445,1
999,5693,139.4413721,53.37577958,0.923838305,5854,85.13843273,0.560334646,318.75,0.704126454,2.612446566,1
1000,6910,153.0812985,58.59642681,0.923839615,7151,93.79810901,0.760510676,361.109,0.665903483,2.612468146,1
1001,6470,148.2535425,56.74340106,0.923853752,6645,90.76265672,0.753727866,342.153,0.694501903,2.612701032,1
1002,6967,153.2613441,58.65173882,0.923876393,7097,94.18418077,0.513411938,350.214,0.713819928,2.613074175,1
1003,5298,134.2327292,51.36741889,0.923883305,5457,82.13174239,0.652302389,307.981,0.701897941,2.613188127,1
1004,6110,144.3473277,55.22713637,0.923914521,6277,88.20143773,0.546511628,327.269,0.716871534,2.613702923,1
1005,5088,130.8940176,50.07823688,0.923919827,5203,80.48753198,0.564768565,299.017,0.715097413,2.613790456,1
1006,5603,137.6671099,52.66629282,0.923929558,5759,84.46277979,0.54229578,314.12,0.713574479,2.613951021,1
1007,6495,148.0034412,56.61232425,0.923952672,6719,90.93784055,0.639901478,351.376,0.661066014,2.614332535,1
1008,6415,147.7850208,56.52099689,0.923974464,6583,90.376057,0.515426643,342.041,0.689049132,2.614692397,1
1009,5491,136.0804777,52.04133285,0.923984236,5578,83.61434291,0.511504425,306.582,0.734121599,2.614853814,1
1010,6986,154.2005575,58.96634457,0.923996745,7130,94.31252016,0.4906588,354.93,0.696872019,2.615060483,1
1011,6344,146.9890161,56.20130676,0.924017415,6596,89.87453294,0.642755826,348.886,0.654946692,2.615402107,1
1012,5044,131.2675478,50.18695542,0.924027634,5184,80.13875631,0.52107438,298.134,0.713118869,2.615571053,1
1013,6388,147.2632184,56.30237664,0.924028012,6535,90.18566522,0.591919941,341.344,0.688953998,2.615577301,1
1014,5963,143.0528309,54.68713965,0.924043924,6158,87.13396241,0.724104432,327.647,0.698011024,2.615840429,1
1015,6702,151.2081476,57.8024595,0.924050343,6871,92.37559975,0.512346151,350.61,0.685118493,2.615946603,1
1016,5506,136.2506368,52.08138946,0.924060211,5641,83.72847146,0.523931868,313.105,0.705774666,2.616109866,1
1017,5963,142.5250567,54.47528869,0.924073209,6124,87.13396241,0.593333333,327.682,0.697861922,2.616324946,1
1018,4931,128.8998541,49.26540052,0.924080026,5067,79.23600315,0.632179487,293.021,0.721684494,2.616437759,1
1019,6253,145.6834415,55.67925119,0.924082355,6394,89.22761273,0.614002357,329.624,0.723203705,2.616476307,1
1020,6573,149.4288348,57.09820366,0.924116982,6742,91.48225799,0.510484623,343.904,0.698391656,2.617049665,1
1021,5476,137.118837,52.39157671,0.924125599,5658,83.50005837,0.745642702,316.49,0.686994593,2.617192411,1
1022,5418,135.6641823,51.83160375,0.924138294,5614,83.05667856,0.51243734,319.448,0.667188448,2.617402751,1
1023,5593,137.7897748,52.64279342,0.924141025,5711,84.38737331,0.543801653,310.779,0.727698289,2.617448008,1
1024,5404,135.1822993,51.64349149,0.924150541,5540,82.94930078,0.766633565,308.518,0.713451064,2.61760573,1
1025,6654,150.1159468,57.3483393,0.924151178,6845,92.04420639,0.762024737,344.179,0.705868699,2.617616284,1
1026,5804,139.9934868,53.47542286,0.924168492,5932,85.96442472,0.57849098,319.991,0.712298026,2.617903315,1
